Wall time,Step,Value
1648360624.9772725,110,0.029244568198919296
1648360705.2072604,111,0.02925541251897812
1648360784.3500483,112,0.029255332425236702
1648360864.9488227,113,0.029243063181638718
1648360945.1719453,114,0.02925959601998329
1648361025.4992442,115,0.029255392029881477
1648361106.6175182,116,0.029256295412778854
1648361186.5014656,117,0.02925722859799862
1648361267.424964,118,0.02924666367471218
1648361348.855875,119,0.029254639521241188
1648361429.0259638,120,0.02924313209950924
1648361509.3137505,121,0.029251495376229286
1648361589.6092284,122,0.029241057112812996
1648361671.620379,123,0.029254265129566193
1648361751.7878525,124,0.02924599125981331
1648361832.9029312,125,0.029249122366309166
1648361914.7371583,126,0.029246002435684204
1648361995.1216831,127,0.029236050322651863
1648362076.6706688,128,0.029239337891340256
1648362158.2471943,129,0.029247695580124855
1648362239.6300688,130,0.029224079102277756
1648362321.468942,131,0.02924206480383873
1648362402.7860534,132,0.02923142910003662
1648362484.6862032,133,0.029237212613224983
1648362565.3127646,134,0.02924794889986515
1648362646.9354143,135,0.029234886169433594
1648362727.7350311,136,0.02924908883869648
1648362808.8394604,137,0.029242949560284615
1648362890.430917,138,0.029229460284113884
1648362972.445411,139,0.02923526242375374
1648363055.0554292,140,0.029247689992189407
1648363134.8856504,141,0.02924933470785618
1648363215.455534,142,0.02922612801194191
1648363297.1245387,143,0.029246293008327484
1648363377.7696798,144,0.02923261746764183
1648363459.0081272,145,0.029235249385237694
1648363540.5012844,146,0.029240543022751808
1648363622.8088481,147,0.02924654260277748
1648363702.400296,148,0.029228348284959793
1648363781.9324093,149,0.02924947254359722
1648363863.2150083,150,0.02923460118472576
